"","year","window","unitid","school_type","program_code","id_candidate","studentid","test_date","time_pt","time_sr","pt_aps","pt_we","pt_wm","score_pt","sr_sqr","sr_cre","sr_ca","score_sr","score_total","performance_pt","performance_sr","performance_tot","mastery","pr_across_pt","pr_across_sr","pr_across_total","pr_within_pt","pt_within_sr","pr_within_total","eaa","sat_tot","sat_m","sat_cr","sat_w","act_tot","sle","gpa","transfer","class","sex","race","parent_edu","dob","major_primary","field_of_study","major_secondary","english","attended_1","attended_2","attended_3","attended_4","effort_pt","effort_sr","engaging_pt","engaging_sr","ls_q1","ls_r1","ls_q2","ls_r2","ls_q3","ls_r3","ls_q4","ls_r4","ls_q5","ls_r5","ls_q6","ls_r6","ls_q7","ls_r7","ls_q8","ls_r8","ls_q9","ls_r9"
"652",2015,"Spring","35011000","0",0,595350,10089243,"2015-03-24 00:00:00","21","16",3,3,4,1084,451,608,542,1116,1100,NA,NA,NA,"Proficient",NA,NA,NA,29,40,30,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"17","1",0,1,0,0,"4","3","4","5","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"653",2015,"Spring","35011000","0",0,595202,10086523,"2015-03-23 00:00:00","36","23",4,3,3,1089,459,548,596,1092,1091,NA,NA,NA,"Basic",NA,NA,NA,31,34,28,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"5",1,"28","1",1,1,0,0,"5","4","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"654",2015,"Spring","35011000","0",0,595496,10090740,"2015-03-24 00:00:00","47","18",4,4,4,1164,651,508,611,1242,1203,NA,NA,NA,"Proficient",NA,NA,NA,45,65,62,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","2","4",NA,"28",2,"34","1",1,1,0,0,"3","2","2","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"655",2015,"Spring","35011000","0",0,596560,10086681,"2015-03-27 00:00:00","27","20",3,3,4,1089,620,493,668,1226,1158,NA,NA,NA,"Proficient",NA,NA,NA,31,61,44,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"28",2,"34","1",1,1,0,0,"4","3","2","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"656",2015,"Spring","35011000","0",0,595508,10099382,"2015-03-24 00:00:00","4","22",2,2,3,857,593,449,598,1126,992,NA,NA,NA,"Basic",NA,NA,NA,2,41,8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"28",2,"30","1",1,1,0,0,"3","3","1","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"657",2015,"Spring","35011000","0",0,595502,10107353,"2015-03-24 00:00:00","50","22",4,4,5,1239,715,583,627,1381,1310,NA,NA,NA,"Proficient",NA,NA,NA,66,91,88,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","2","4",NA,"5",1,"28","0",1,1,0,0,"4","4","4","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"658",2015,"Spring","35011000","0",0,595323,10061929,"2015-03-24 00:00:00","29","0",3,3,4,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",2015,"Spring","35011000","0",0,596563,10070953,"2015-03-27 00:00:00","36","19",3,3,2,880,715,365,598,1162,1021,NA,NA,NA,"Basic",NA,NA,NA,3,49,11,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"35",6,"35","1",1,1,1,0,"4","2","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"660",2015,"Spring","35011000","0",0,595192,10103978,"2015-03-23 00:00:00","25","16",4,5,4,1248,525,594,596,1197,1223,NA,NA,NA,"Proficient",NA,NA,NA,68,56,68,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"5",1,"28","1",1,1,0,0,"4","2","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","never","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"661",2015,"Spring","35011000","0",0,596368,10092197,"2015-03-26 00:00:00","31","28",4,4,4,1114,459,458,808,1107,1111,NA,NA,NA,"Proficient",NA,NA,NA,33,39,33,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"5",1,"28","1",0,1,0,0,"3","2","2","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"662",2015,"Spring","35011000","0",0,596369,10109203,"2015-03-26 00:00:00","43","21",5,5,5,1453,651,583,446,1235,1344,NA,NA,NA,"Proficient",NA,NA,NA,96,64,93,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","2","5",NA,"28",2,"6","1",1,1,0,0,"3","2","4","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","never","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","never","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"663",2015,"Spring","35011000","0",0,596562,10086614,"2015-03-27 00:00:00","40","22",4,3,4,1164,625,538,446,1168,1166,NA,NA,NA,"Proficient",NA,NA,NA,45,50,47,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"34","0",1,1,0,0,"3","1","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"664",2015,"Spring","35011000","0",0,595510,10111716,"2015-03-24 00:00:00","58","30",6,5,4,1382,405,558,336,929,1156,NA,NA,NA,"Proficient",NA,NA,NA,93,13,42,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","2","5",NA,"28",2,"27","1",0,1,0,0,"4","4","4","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"665",2015,"Spring","35011000","0",0,596558,10085360,"2015-03-27 00:00:00","46","22",4,3,4,1114,672,594,679,1376,1245,NA,NA,NA,"Proficient",NA,NA,NA,33,89,74,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"34","1",1,1,0,0,"3","3","2","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"666",2015,"Spring","35011000","0",0,595494,10093793,"2015-03-24 00:00:00","30","23",4,3,4,1118,672,658,668,1431,1275,NA,NA,NA,"Proficient",NA,NA,NA,35,96,80,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"5",1,"28","1",1,1,0,0,"4","3","4","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"667",2015,"Spring","35011000","0",0,595195,10096671,"2015-03-23 00:00:00","35","21",3,3,4,1125,619,572,611,1272,1199,NA,NA,NA,"Proficient",NA,NA,NA,38,72,61,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"5","1",1,1,0,0,"5","4","3","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"668",2015,"Spring","35011000","0",0,595361,10027598,"2015-03-24 00:00:00","38","20",4,5,4,1304,619,479,388,1080,1192,NA,NA,NA,"Proficient",NA,NA,NA,83,32,58,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"17",2,"28","1",1,1,1,1,"5","3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",2015,"Spring","35011000","0",0,596569,10094735,"2015-03-27 00:00:00","13","20",3,3,3,980,565,608,536,1221,1101,NA,NA,NA,"Proficient",NA,NA,NA,11,60,31,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","2","4",NA,"28",2,"24","0",1,1,0,0,"3","4","1","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"670",2015,"Spring","35011000","0",0,595368,10106080,"2015-03-24 00:00:00","59","10",5,5,4,1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","4",NA,"28",2,"8","1",1,1,0,0,"5","4","4","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"671",2015,"Spring","35011000","0",0,595509,10091123,"2015-03-24 00:00:00","33","13",4,4,4,1181,565,456,446,1035,1108,NA,NA,NA,"Proficient",NA,NA,NA,50,23,32,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","5","4",NA,"28",2,"34","0",1,1,0,0,"3","2","4","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"672",2015,"Spring","35011000","0",0,595354,10071016,"2015-03-24 00:00:00","31","17",4,4,4,1290,668,594,528,1300,1295,NA,NA,NA,"Proficient",NA,NA,NA,82,77,86,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","4",NA,"28",2,"15","1",1,1,1,0,"3","2","2","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"673",2015,"Spring","35011000","0",0,596557,10045662,"2015-03-27 00:00:00","29","18",5,5,5,1415,620,658,679,1387,1401,NA,NA,NA,"Advanced",NA,NA,NA,94,92,97,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"34","1",1,1,0,0,"4","4","4","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"674",2015,"Spring","35011000","0",0,595194,10044163,"2015-03-23 00:00:00","39","16",4,4,4,1276,651,685,611,1410,1343,NA,NA,NA,"Proficient",NA,NA,NA,78,94,93,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"5",1,"28","1",1,1,1,0,"3","4","3","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"675",2015,"Spring","35011000","0",0,595365,10073280,"2015-03-24 00:00:00","54","12",4,4,4,1207,535,358,474,927,1067,NA,NA,NA,"Basic",NA,NA,NA,59,12,21,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","2","4",NA,"5",1,"28","0",1,1,1,0,"3","2","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"676",2015,"Spring","35011000","0",0,595325,10050281,"2015-03-24 00:00:00","23","27",4,4,5,1331,779,583,808,1526,1429,NA,NA,NA,"Advanced",NA,NA,NA,85,99,98,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"14","1",1,1,1,0,"3","3","2","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"677",2015,"Spring","35011000","0",0,596555,10110189,"2015-03-27 00:00:00","23","19",3,3,3,1042,459,608,598,1150,1096,NA,NA,NA,"Basic",NA,NA,NA,18,45,29,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"28",2,"17","1",1,1,0,0,"4","4","2","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"678",2015,"Spring","35011000","0",0,596553,10105371,"2015-03-27 00:00:00","59","27",5,5,4,1351,509,538,528,1097,1224,NA,NA,NA,"Proficient",NA,NA,NA,88,35,68,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","8","5",NA,"28",2,"36","1",1,1,0,0,"3","2","4","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"679",2015,"Spring","35011000","0",0,596567,10052138,"2015-03-27 00:00:00","39","25",3,3,4,1084,619,502,596,1200,1142,NA,NA,NA,"Proficient",NA,NA,NA,29,57,38,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","7","5",NA,"28",2,"34","0",1,1,1,0,"4","2","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"680",2015,"Spring","35011000","0",0,596554,10084372,"2015-03-27 00:00:00","38","21",4,4,4,1249,535,548,458,1099,1174,NA,NA,NA,"Proficient",NA,NA,NA,71,36,50,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","3",NA,"10",5,"28","1",0,1,0,0,"4","3","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","never","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
